[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e411806-SNQAWx.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:3a1fb70e7c4de9d22b35d9e005ed81a0b96db085===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:451; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e418495-uMgagW.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=3354
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=3354
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e418495-uMgagW.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:3a1fb70e7c4de9d22b35d9e005ed81a0b96db085===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:450; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e423a3d-DSKmV5.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=3355
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=3355
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e423a3d-DSKmV5.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:4762a2d0f104c321db38ba82b43d5c8c8016266e===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:449; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e43c2f4-uzNxcg.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=3356
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=3356
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e43c2f4-uzNxcg.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:4762a2d0f104c321db38ba82b43d5c8c8016266e===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:448; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e455324-6MfD6j.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=3357
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=3357
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e455324-6MfD6j.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:3c93d8ac51fe73d8c6206631d1eaf7806d610e51===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:447; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e45f5fc-Ra1z7Q.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=3358
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=3358
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e45f5fc-Ra1z7Q.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:3c93d8ac51fe73d8c6206631d1eaf7806d610e51===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:446; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e4678a5-8GAsYO.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=3359
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=3359
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e4678a5-8GAsYO.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:79dacc5921b46210e5aa89f0fe5f29775d5e4a79===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:445; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e471d0d-54qNe8.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=3360
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=3360
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e471d0d-54qNe8.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:79dacc5921b46210e5aa89f0fe5f29775d5e4a79===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:444; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e47e064-PIg9Vy.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=3361
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=3361
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e47e064-PIg9Vy.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:9c2bf8d3ffecd609babe157ede990298206acc8c===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:443; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e49089d-6UQ3KZ.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=3362
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=3362
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67c691e49089d-6UQ3KZ.tmp to E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-04 05:38:44] [class-ss-page.php:119] Checking Content Identical:f370c7d15bd1817d5678450559ec051072145a12===. Value: FALSE
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css
[2025-03-04 05:38:44] [class-ss-task.php:58] [PAGES STATUS] Remaining:442; Total: 834
[2025-03-04 05:38:44] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67c691e4a03ab-EGV3zp.tmp
[2025-03-04 05:38:44] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css?simply_static_page=3363
[2025-03-04 05:38:44] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp_site_live/wp-content/plugins/elementor/assets/css/widget-icon-list-rtl.min.css?simply_static_page=3363
